,datetime,epoch_time,value,compensation
274,2024-08-13 10:00:00,1723543200000,195287.5061,0.0
275,2024-08-13 11:00:00,1723546800000,195315.99425,0.0
276,2024-08-13 12:00:00,1723550400000,195341.99525,0.0
277,2024-08-13 13:00:00,1723554000000,195367.9962,0.0
278,2024-08-13 14:00:00,1723557600000,195395.9961,0.0
279,2024-08-13 15:00:00,1723561200000,195423.99595,0.0
280,2024-08-13 16:00:00,1723564800000,195449.99695,0.0
281,2024-08-13 17:00:00,1723568400000,195476.50145,0.0
282,2024-08-13 18:00:00,1723572000000,195499.49645,0.0
283,2024-08-13 19:00:00,1723575600000,195514.9994,0.0
284,2024-08-13 20:00:00,1723579200000,195530.5023,0.0
285,2024-08-13 21:00:00,1723582800000,195546.00525000002,0.0
286,2024-08-13 22:00:00,1723586400000,195561.49289999998,0.0
287,2024-08-13 23:00:00,1723590000000,195576.50755,0.0
288,2024-08-14 00:00:00,1723593600000,195591.50695,0.0
289,2024-08-14 01:00:00,1723597200000,195606.99464999998,0.0
290,2024-08-14 02:00:00,1723600800000,195621.994,0.0
291,2024-08-14 03:00:00,1723604400000,195636.50515,0.0
292,2024-08-14 04:00:00,1723608000000,195651.99279999998,0.0
293,2024-08-14 05:00:00,1723611600000,195669.00634999998,0.0
294,2024-08-14 06:00:00,1723615200000,195688.50710000002,0.0
295,2024-08-14 07:00:00,1723618800000,195709.50314999997,0.0
296,2024-08-14 08:00:00,1723622400000,195736.49595,0.0
297,2024-08-14 09:00:00,1723626000000,195759.9945,0.0
298,2024-08-14 10:00:00,1723629600000,195785.99550000002,0.0
299,2024-08-14 11:00:00,1723633200000,195811.99645,0.0
300,2024-08-14 12:00:00,1723636800000,195839.49279999998,0.0
301,2024-08-14 13:00:00,1723640400000,195867.4927,0.0
302,2024-08-14 14:00:00,1723644000000,195895.00425,0.0
303,2024-08-14 15:00:00,1723647600000,195923.99595,0.0
304,2024-08-14 16:00:00,1723651200000,195949.99695,0.0
305,2024-08-14 17:00:00,1723654800000,195975.0061,0.0
306,2024-08-14 18:00:00,1723658400000,195996.994,0.0
307,2024-08-14 19:00:00,1723662000000,196016.00645,0.0
308,2024-08-14 20:00:00,1723665600000,196037.00255,0.0
309,2024-08-14 21:00:00,1723669200000,196057.99865,0.0
310,2024-08-14 22:00:00,1723672800000,196079.4983,0.0
311,2024-08-14 23:00:00,1723676400000,196100.99790000002,0.0
312,2024-08-15 00:00:00,1723680000000,196122.49755,0.0
313,2024-08-15 01:00:00,1723683600000,196144.50074999998,0.0
314,2024-08-15 02:00:00,1723687200000,196166.5039,0.0
315,2024-08-15 03:00:00,1723690800000,196188.99535,0.0
316,2024-08-15 04:00:00,1723694400000,196212.99745,0.0
317,2024-08-15 05:00:00,1723698000000,196238.9984,0.0
318,2024-08-15 06:00:00,1723701600000,196263.50405,0.0
319,2024-08-15 07:00:00,1723705200000,196291.00035,0.0
320,2024-08-15 08:00:00,1723708800000,196318.4967,0.0
321,2024-08-15 09:00:00,1723712400000,196345.50475,0.0
322,2024-08-15 10:00:00,1723716000000,196373.00110000002,0.0
323,2024-08-15 11:00:00,1723719600000,196399.00209999998,0.0
324,2024-08-15 12:00:00,1723723200000,196425.00305,0.0
325,2024-08-15 13:00:00,1723726800000,196450.5005,0.0
326,2024-08-15 14:00:00,1723730400000,196476.50145,0.0
327,2024-08-15 15:00:00,1723734000000,196503.49425,0.0
328,2024-08-15 16:00:00,1723737600000,196529.9988,0.0
329,2024-08-15 17:00:00,1723741200000,196557.00685,0.0
330,2024-08-15 18:00:00,1723744800000,196579.4983,0.0
331,2024-08-15 19:00:00,1723748400000,196599.50255,0.0
332,2024-08-15 20:00:00,1723752000000,196620.49865,0.0
333,2024-08-15 21:00:00,1723755600000,196641.49474999998,0.0
334,2024-08-15 22:00:00,1723759200000,196662.9944,0.0
335,2024-08-15 23:00:00,1723762800000,196684.494,0.0
336,2024-08-16 00:00:00,1723766400000,196705.00185,0.0
337,2024-08-16 01:00:00,1723770000000,196725.99790000002,0.0
338,2024-08-16 02:00:00,1723773600000,196747.49755,0.0
339,2024-08-16 03:00:00,1723777200000,196770.49255,0.0
340,2024-08-16 04:00:00,1723780800000,196802.00195,0.0
341,2024-08-16 05:00:00,1723784400000,196838.50100000002,0.0
342,2024-08-16 06:00:00,1723788000000,196875.50355,0.0
343,2024-08-16 07:00:00,1723791600000,196909.5001,0.0
344,2024-08-16 08:00:00,1723795200000,196945.4956,0.0
345,2024-08-16 09:00:00,1723798800000,196973.00720000002,0.0
346,2024-08-16 10:00:00,1723802400000,196994.0033,0.0
347,2024-08-16 11:00:00,1723806000000,197012.49695,0.0
348,2024-08-16 12:00:00,1723809600000,197029.9988,0.0
349,2024-08-16 13:00:00,1723813200000,197046.99704999998,0.0
350,2024-08-16 14:00:00,1723816800000,197063.99535,0.0
351,2024-08-16 15:00:00,1723820400000,197085.495,0.0
352,2024-08-16 16:00:00,1723824000000,197106.0028,0.0
353,2024-08-16 17:00:00,1723827600000,197125.0,0.0
354,2024-08-16 18:00:00,1723831200000,197143.00535000002,0.0
355,2024-08-16 19:00:00,1723834800000,197158.99659999998,0.0
356,2024-08-16 20:00:00,1723838400000,197175.00305,0.0
357,2024-08-16 21:00:00,1723842000000,197190.506,0.0
358,2024-08-16 22:00:00,1723845600000,197206.4972,0.0
359,2024-08-16 23:00:00,1723849200000,197222.50365,0.0
360,2024-08-17 00:00:00,1723852800000,197238.9984,0.0
361,2024-08-17 01:00:00,1723856400000,197255.0049,0.0
362,2024-08-17 02:00:00,1723860000000,197270.9961,0.0
363,2024-08-17 03:00:00,1723863600000,197285.50720000002,0.0
364,2024-08-17 04:00:00,1723867200000,197300.99485,0.0
365,2024-08-17 05:00:00,1723870800000,197317.5049,0.0
366,2024-08-17 06:00:00,1723874400000,197336.50209999998,0.0
367,2024-08-17 07:00:00,1723878000000,197358.0017,0.0
368,2024-08-17 08:00:00,1723881600000,197382.0038,0.0
369,2024-08-17 09:00:00,1723885200000,197404.9988,0.0
370,2024-08-17 10:00:00,1723888800000,197425.00305,0.0
371,2024-08-17 11:00:00,1723892400000,197444.00024999998,0.0
372,2024-08-17 12:00:00,1723896000000,197462.4939,0.0
373,2024-08-17 13:00:00,1723899600000,197481.50634999998,0.0
374,2024-08-17 14:00:00,1723903200000,197500.50355,0.0
375,2024-08-17 15:00:00,1723906800000,197520.49255,0.0
376,2024-08-17 16:00:00,1723910400000,197539.505,0.0
377,2024-08-17 17:00:00,1723914000000,197555.99975000002,0.0
378,2024-08-17 18:00:00,1723917600000,197571.50269999998,0.0
379,2024-08-17 19:00:00,1723921200000,197587.4939,0.0
380,2024-08-17 20:00:00,1723924800000,197602.99685000003,0.0
381,2024-08-17 21:00:00,1723928400000,197617.9962,0.0
382,2024-08-17 22:00:00,1723932000000,197634.00269999998,0.0
383,2024-08-17 23:00:00,1723935600000,197649.5056,0.0
384,2024-08-18 00:00:00,1723939200000,197664.505,0.0
385,2024-08-18 01:00:00,1723942800000,197679.00084999998,0.0
386,2024-08-18 02:00:00,1723946400000,197694.00024999998,0.0
387,2024-08-18 03:00:00,1723950000000,197710.99855,0.0
388,2024-08-18 04:00:00,1723953600000,197730.49925000002,0.0
389,2024-08-18 05:00:00,1723957200000,197750.0,0.0
390,2024-08-18 06:00:00,1723960800000,197771.49965,0.0
391,2024-08-18 07:00:00,1723964400000,197796.00525000002,0.0
392,2024-08-18 08:00:00,1723968000000,197820.0073,0.0
393,2024-08-18 09:00:00,1723971600000,197847.0001,0.0
394,2024-08-18 10:00:00,1723975200000,197871.994,0.0
395,2024-08-18 11:00:00,1723978800000,197895.00425,0.0
396,2024-08-18 12:00:00,1723982400000,197919.00634999998,0.0
397,2024-08-18 13:00:00,1723986000000,197945.99915000002,0.0
398,2024-08-18 14:00:00,1723989600000,197969.4977,0.0
399,2024-08-18 15:00:00,1723993200000,197992.9962,0.0
400,2024-08-18 16:00:00,1723996800000,198015.50295000002,0.0
401,2024-08-18 17:00:00,1724000400000,198036.49899999998,0.0
402,2024-08-18 18:00:00,1724004000000,198052.99375000002,0.0
403,2024-08-18 19:00:00,1724007600000,198065.99425,0.0
404,2024-08-18 20:00:00,1724011200000,198081.4972,0.0
405,2024-08-18 21:00:00,1724014800000,198096.49659999998,0.0
406,2024-08-18 22:00:00,1724018400000,198111.49595,0.0
407,2024-08-18 23:00:00,1724022000000,198126.99889999998,0.0
408,2024-08-19 00:00:00,1724025600000,198141.9983,0.0
409,2024-08-19 01:00:00,1724029200000,198157.5012,0.0
410,2024-08-19 02:00:00,1724032800000,198172.5006,0.0
411,2024-08-19 03:00:00,1724036400000,198190.506,0.0
412,2024-08-19 04:00:00,1724040000000,198209.50314999997,0.0
413,2024-08-19 05:00:00,1724043600000,198231.50634999998,0.0
414,2024-08-19 06:00:00,1724047200000,198253.9978,0.0
415,2024-08-19 07:00:00,1724050800000,198277.9999,0.0
416,2024-08-19 08:00:00,1724054400000,198303.49730000002,0.0
417,2024-08-19 09:00:00,1724058000000,198334.50314999997,0.0
418,2024-08-19 10:00:00,1724061600000,198358.50525000002,0.0
419,2024-08-19 11:00:00,1724065200000,198382.5073,0.0
420,2024-08-19 12:00:00,1724068800000,198408.00475,0.0
421,2024-08-19 13:00:00,1724072400000,198433.5022,0.0
422,2024-08-19 14:00:00,1724076000000,198458.4961,0.0
423,2024-08-19 15:00:00,1724079600000,198483.99355,0.0
424,2024-08-19 16:00:00,1724083200000,198507.5073,0.0
425,2024-08-19 17:00:00,1724086800000,198530.5023,0.0
426,2024-08-19 18:00:00,1724090400000,198550.5066,0.0
427,2024-08-19 19:00:00,1724094000000,198561.49289999998,0.0
428,2024-08-19 20:00:00,1724097600000,198574.00515,0.0
429,2024-08-19 21:00:00,1724101200000,198586.50209999998,0.0
430,2024-08-19 22:00:00,1724104800000,198598.49550000002,0.0
431,2024-08-19 23:00:00,1724108400000,198610.99245,0.0
432,2024-08-20 00:00:00,1724112000000,198623.00110000002,0.0
433,2024-08-20 01:00:00,1724115600000,198635.49805,0.0
434,2024-08-20 02:00:00,1724119200000,198647.00314999997,0.0
435,2024-08-20 03:00:00,1724122800000,198662.00255,0.0
436,2024-08-20 04:00:00,1724126400000,198679.9927,0.0
